Yexp,T
-65.63584058168748,1.0
-114.10369898286659,0.0
67.98712089682083,1.0
-1.340812691992412,1.0
-34.92333606675675,1.0
30.867041378637452,0.0
-10.445241430561415,1.0
-5.732242078644737,1.0
11.368546351094677,1.0
-14.27681118790179,0.0
-22.041292586937764,1.0
-22.899912842367005,0.0
34.98290662617862,1.0
-52.63793055005648,1.0
29.63834421902544,0.0
2.110000051522549,1.0
63.90564754940661,1.0
64.45376567923073,1.0
-20.17817856485047,0.0
28.26859922322766,0.0
-0.5112585519148132,1.0
-62.41344031159763,1.0
41.96326337404548,1.0
33.86823935971303,1.0
-124.37717806976026,0.0
67.94036124381887,0.0
-2.6034750887151916,0.0
71.84124472894922,1.0
63.98312456184978,0.0
-34.45791443765888,1.0
-50.45635966424027,0.0
27.19861241831316,0.0
-32.04257845338211,1.0
-3.279297506304393,1.0
73.1111414237502,1.0
-62.71375905035823,0.0
-47.61051869716007,1.0
41.7755799019535,0.0
-32.1465531774781,0.0
-61.705301070633595,0.0
-29.949849650010396,1.0
23.098583315660456,0.0
-13.114426839860172,0.0
34.4104951092314,1.0
-59.831794151397524,1.0
-69.84996487276265,1.0
5.476643469897874,0.0
39.838360945900135,1.0
-31.664592485234184,0.0
-86.01973696345986,1.0
42.30163019603362,0.0
78.0170178743999,1.0
-26.489073465479912,1.0
-40.12047043320225,1.0
-66.43015466949636,0.0
-15.758319534472077,0.0
35.6402283649731,1.0
2.913957160737279,0.0
-22.237222219419795,1.0
-15.084005012289003,1.0
-15.001242953597155,0.0
-8.638358396274919,1.0
25.559411552323134,0.0
-98.51408606368422,0.0
9.782543164285972,0.0
15.986194855318244,0.0
-68.68450685876553,0.0
-28.190761385470772,1.0
-14.336077565710418,1.0
22.811449914996956,1.0
3.9946420178476965,0.0
-14.215598791362158,1.0
43.23026632033623,0.0
-28.754229479642845,1.0
7.271353179712102,1.0
46.34328001864278,1.0
10.694286454354675,1.0
-41.14296738854737,1.0
17.481542714658044,0.0
0.2766107058218048,1.0
44.433386849219886,0.0
37.82438210507319,1.0
31.767528849496905,0.0
0.6437680201431787,0.0
-29.409989015722807,0.0
46.58752606831216,1.0
57.03317052370965,1.0
76.93896501061214,1.0
-32.733842066242346,1.0
12.181678077910169,0.0
-80.5359082877435,0.0
33.110927399659055,0.0
16.984048873253514,0.0
44.012116143808086,0.0
81.58452633565638,0.0
-46.94300119033268,1.0
-6.14006676779633,1.0
-10.178325345867586,0.0
68.9230941652589,1.0
17.631915200736753,0.0
-6.379199320588169,0.0
58.96205519214065,0.0
72.25393464232071,1.0
-61.59672565910955,1.0
-16.39727045486853,0.0
10.31847517102314,1.0
15.477964626381263,0.0
82.57625192932731,1.0
-99.3930255846057,1.0
16.50164537076653,1.0
-54.48443116761099,1.0
-46.59754995466101,1.0
-84.88651718320163,0.0
-1.3949045132272375,1.0
54.00819215014718,1.0
11.734534107693086,0.0
-10.564554710445055,0.0
-20.982732128236236,1.0
26.0505081180486,0.0
-41.23279445958843,0.0
-62.3137620685378,1.0
0.8396754492011206,0.0
-1.233717164265844,1.0
40.96779769936964,0.0
57.52546732108407,0.0
-5.501805283919487,1.0
-23.527233162520954,1.0
-27.677967070460664,0.0
36.46324232868827,1.0
-42.83110488705178,0.0
-15.175106857244208,0.0
-28.347361016088513,1.0
-12.203442063377977,0.0
57.868932595680306,0.0
-72.93484580626,1.0
122.81364442051732,0.0
14.57899506983048,1.0
40.56732670181639,0.0
32.07056743680511,1.0
32.15488011505024,1.0
-22.4869573298799,1.0
85.62604758113909,0.0
-73.05690334733208,0.0
-2.0892560499588155,0.0
11.929095885649332,0.0
62.62190676375719,0.0
-62.30334221045429,0.0
-78.63383128981567,1.0
40.17905034013833,1.0
37.058038113689776,1.0
-0.6817562721917642,1.0
-75.74355704320068,1.0
50.36267003862839,0.0
45.752713685009184,0.0
-12.08529789882063,0.0
24.82215451872024,1.0
-18.86267039000256,0.0
31.22170912899576,0.0
-16.74851396539063,0.0
-121.52892081337295,0.0
-2.19137550523198,0.0
-8.736579782833129,1.0
-2.0406615949253504,1.0
38.34803539281993,0.0
-24.53883696831212,1.0
-13.15178278938259,0.0
7.015099288868375,1.0
9.301991079246587,1.0
40.155581275519616,1.0
76.00200116440908,0.0
12.326653709146512,1.0
-13.120289494273024,0.0
35.62841242745876,1.0
5.609560282440257,1.0
51.66190441669123,1.0
36.87328212698877,0.0
-88.43500072958278,1.0
58.14495523587336,1.0
-3.8169025180688707,1.0
20.86930488443764,1.0
88.42962411586633,1.0
21.061520701801072,0.0
-22.321521640649596,1.0
16.52499066899395,0.0
-82.77319930782463,0.0
-18.579028781325498,1.0
69.37017380500991,0.0
31.221054559869625,1.0
19.784534752466843,1.0
22.145802881702902,0.0
-29.211212186086293,1.0
-92.70947339906549,1.0
58.66167642229595,1.0
6.546608239892605,1.0
38.63118939103354,0.0
-1.1304929168124267,0.0
42.1952446372349,0.0
-46.18389799812404,1.0
-37.08402444043382,1.0
-67.70481791548474,1.0
20.957829056419136,0.0
54.73221789070864,0.0
5.5274041269104375,0.0
76.57889949075965,0.0
15.73741358375938,0.0
36.58334307688734,1.0
-4.669138807020335,0.0
88.56317593742288,0.0
-18.19234517965297,1.0
41.45766848476439,0.0
-29.707592694084052,1.0
7.119452549539993,0.0
37.27656171636499,0.0
-10.357343819105372,1.0
12.945813896642703,1.0
46.20747477313948,1.0
37.43078839074825,0.0
-27.354298358509062,1.0
-8.427226418198348,0.0
45.04843166648864,1.0
-107.81012832143648,1.0
-73.20555357942413,0.0
-22.004556305771665,1.0
-7.039485305352288,0.0
13.623203081028729,1.0
-52.500675776531956,1.0
53.81361744376105,0.0
-55.68599449345641,1.0
39.72221738693384,0.0
71.13426482479399,0.0
-29.859270174122393,1.0
-65.84628572657944,1.0
104.85160149608089,1.0
-77.10307303865032,1.0
7.300011041527804,1.0
2.965700734697073,1.0
-69.03155752112669,1.0
46.820415266963536,0.0
1.774269721352973,1.0
71.18023667376828,0.0
67.23388409698053,0.0
3.6968331255673297,1.0
53.35463743319956,0.0
53.6207623414084,0.0
-41.58754053442524,0.0
11.555451866526267,0.0
8.978141977666775,1.0
-2.214922923795544,1.0
37.831244178623955,1.0
31.329093609757017,1.0
-82.3409889343522,1.0
0.0567421145299718,1.0
35.73312829014775,1.0
50.346245449138934,0.0
-64.15380381785431,0.0
-22.241246960889942,0.0
51.4072341323439,1.0
44.77683964030704,0.0
39.71808474799628,0.0
-30.411481068306443,0.0
37.6092604462841,1.0
5.854538515906086,1.0
26.452676939023963,0.0
-77.38533756504935,1.0
29.22805220609178,0.0
40.6703335192374,0.0
-3.3279711507578713,1.0
108.07725249472507,0.0
-4.574447584306722,0.0
-1.433848772734246,0.0
29.594439129817854,0.0
27.44368150264003,0.0
-9.318947700499134,0.0
58.27076907588307,0.0
30.282702937886608,1.0
-49.81505948098931,1.0
58.898309466680516,0.0
10.422825443137164,1.0
36.71723899157386,0.0
-12.230048902786503,1.0
45.864055992897796,1.0
-40.41413077136698,1.0
-38.2967812231492,0.0
-13.16443544950486,1.0
21.008169975162108,0.0
-49.369159743066255,0.0
-37.203871235362044,1.0
56.08118920812012,0.0
-35.16660592891312,1.0
-35.60921445201088,1.0
-44.10146498137108,1.0
92.5688181588148,0.0
-59.84871468344146,0.0
-71.25640000589601,0.0
-24.984495925175146,0.0
-100.32975261347406,0.0
13.167894037514275,1.0
-24.363602147295147,0.0
7.200022077829712,0.0
43.54346427297009,0.0
-26.571207147160553,1.0
52.900259300628335,1.0
-30.128776056821728,0.0
-16.69686884926138,0.0
-74.84588239254975,1.0
-49.72392564131356,0.0
36.5770387366176,1.0
-48.36743883983113,0.0
42.108229730446624,0.0
6.859638498665434,0.0
16.702959938479765,0.0
-80.31902790620165,1.0
14.883153993046056,1.0
-23.704205390265358,0.0
-3.1124492607665664,1.0
41.37110893189429,0.0
-72.98846599035525,1.0
-41.48739625081074,1.0
14.470268805024945,0.0
-51.20976942247689,0.0
47.740625427811224,1.0
-36.19537650108601,0.0
-67.78351476286633,1.0
23.80733634980749,0.0
14.790539355353692,1.0
19.445759510469824,0.0
17.862784820914726,0.0
17.043579542565165,0.0
-8.45329243711434,1.0
-17.990417943120367,1.0
109.56646264649132,0.0
41.81079582900185,0.0
-41.20272934913243,1.0
55.61152183587967,0.0
47.86857787047318,1.0
120.98515958314881,1.0
-22.64048212169256,0.0
47.197271634299966,0.0
63.865816933861765,0.0
-42.854910934211425,0.0
56.39670507586266,1.0
-27.677951302637034,0.0
36.20117756797477,0.0
-34.65591196107555,1.0
-92.2885799415104,0.0
3.3823880117384086,1.0
2.1063466524345946,0.0
5.874676185263771,0.0
68.23927364720842,1.0
12.786081655665694,0.0
-15.172611973854814,1.0
-76.8769957493713,1.0
30.404083416809403,1.0
-55.40211694124897,0.0
-48.36194711732354,0.0
34.86759686253204,1.0
-44.7361884214273,0.0
26.92492289230327,0.0
-13.926775859715235,1.0
-61.854109361446056,0.0
-39.258482409681484,1.0
106.34695384537682,1.0
33.23283648079246,0.0
-36.48472189071552,1.0
11.371540523303317,1.0
-39.417374014191836,1.0
48.26874766264172,1.0
-39.90737942390008,0.0
-59.17202358491037,1.0
6.676726800458895,0.0
-22.42035617892558,1.0
-70.11471694727123,0.0
-63.04982694599357,0.0
-37.22564834518147,1.0
-13.161597166246622,1.0
-17.473133703997267,0.0
88.89249359737681,0.0
77.97866154578332,1.0
-1.6358815524321313,0.0
-7.637030939114564,0.0
69.25708975874716,0.0
70.4797113139992,1.0
-12.86266226617457,0.0
82.11736439902238,1.0
54.31518145610492,0.0
-43.69536326547925,1.0
-48.664876278243824,0.0
-38.151544659267806,0.0
5.995031176635239,0.0
6.77572960106056,1.0
44.48205918203092,1.0
44.558138130318866,0.0
15.246521289193376,0.0
12.038010725403636,0.0
-36.00000287798363,1.0
-52.86045155200506,1.0
-28.45223095045776,0.0
15.797782656407437,0.0
-66.87662959532878,1.0
5.757861878527814,0.0
-7.552571204254036,1.0
134.3777298710885,0.0
48.62489495154636,1.0
-58.55548054628158,1.0
-14.922366997278134,1.0
-70.67626678502235,1.0
-44.6397888553365,0.0
23.58386773218634,1.0
44.18107812922171,1.0
-26.985838954695378,1.0
-14.154303994708489,1.0
-21.91609016721382,1.0
13.735209088807354,0.0
31.885635366537937,1.0
49.820975455967606,1.0
17.419124562999446,1.0
-65.95479850633586,0.0
-16.01066193382596,1.0
-6.4582074916752115,1.0
32.76971140855223,1.0
39.7214824634852,0.0
-44.062090791364284,0.0
47.729092969586056,0.0
-78.24467533218535,0.0
-18.84582098546761,1.0
109.95946219101204,1.0
-59.448875560094656,0.0
-14.47991391651515,0.0
52.62729684967083,0.0
-49.514044892275216,0.0
6.918800770953166,1.0
114.04904795497781,0.0
-30.922214931648814,0.0
26.23236284287481,0.0
78.4114154739507,1.0
-2.1696450390309288,1.0
1.7772655883832904,0.0
81.18261212930713,1.0
-18.77130645869956,1.0
40.39481788608194,0.0
-74.77658956552132,0.0
25.465327210283697,1.0
-115.43585934078673,0.0
-4.358557728103823,1.0
16.66316682215054,1.0
23.61606578235294,1.0
45.98957226123252,0.0
-42.56639868161216,0.0
-0.6535900556290438,0.0
39.622735267757626,0.0
-61.86664804027132,1.0
-21.938428779919192,0.0
4.289863701904733,0.0
84.37926718062732,1.0
89.54687314328753,1.0
16.090622020039497,0.0
-35.875888850942424,1.0
56.636355412434376,1.0
-52.1093709598213,1.0
8.258726474866375,1.0
-7.6572262353922405,1.0
-34.837997427356946,1.0
-40.88455290355423,1.0
-6.838167395465713,1.0
30.42038841362218,1.0
-29.75376248470224,0.0
-13.898006946272766,0.0
75.79344595559122,0.0
-48.627115832141385,1.0
-73.2653941026586,0.0
9.073288475960815,0.0
-90.89803174150163,0.0
20.992801966994268,1.0
-14.24575578924961,1.0
-113.69349908095434,0.0
132.57512074018695,0.0
-22.053493796006443,1.0
-37.684243710211646,0.0
57.238514102868464,0.0
-12.876782404978217,0.0
13.287294163932406,0.0
-1.3455007259805614,1.0
49.087229905588295,0.0
-69.38071621918196,0.0
23.507225479306722,0.0
9.947329063573392,0.0
9.430805462546003,1.0
-1.8696904910222276,0.0
71.87069067403118,1.0
-13.05059638528041,0.0
-64.48214878815274,0.0
-9.677204344250203,0.0
58.18106498063545,0.0
4.162105307859389,1.0
-40.14464083984736,1.0
47.303465978267916,1.0
-84.54954539846295,1.0
38.28384490924283,0.0
38.929445564339844,0.0
-33.58951334171235,1.0
58.74637172435632,0.0
-15.21682630099063,0.0
-27.89345106455726,0.0
15.670349334135114,0.0
20.92568881027663,1.0
59.81572084829948,1.0
-8.448051780504862,1.0
32.42670725597972,0.0
33.79283771804023,0.0
-79.45084221015142,1.0
39.75316720250891,1.0
31.620610429401886,0.0
34.45619590896691,1.0
57.70245420823263,0.0
35.13913007453483,1.0
-66.42622584373858,0.0
-82.14619757876838,1.0
-2.299502228448657,1.0
13.875749055743814,1.0
56.29794450536549,1.0
39.047734790387885,1.0
-54.74989319340518,0.0
-0.21823996344199303,1.0
3.2821696390727615,0.0
-63.63853135797776,1.0
10.374970505826873,1.0
-10.05045028863234,1.0
42.82342025390788,0.0
-59.33137779801053,1.0
72.96404381351994,0.0
44.57378388826371,1.0
40.660019762337015,0.0
80.67880777542497,1.0
23.758319204908172,1.0
-30.06044144259371,0.0
-62.42675055172604,1.0
16.614601543577272,0.0
-99.79166710973297,0.0
-24.556305777680898,0.0
-98.09682795132694,0.0
21.82071527490689,1.0
-48.48543387951824,1.0
40.4694455212954,1.0
-43.07782125733427,1.0
-1.7821255160526954,0.0
-49.600846344307556,1.0
28.650635508139853,0.0
23.22360102929381,1.0
-4.456388419667186,1.0
56.93969039352483,1.0
-56.676553946462064,0.0
-9.2903792714081,1.0
-29.77966845807766,1.0
-35.61604138805022,0.0
-6.431105529863908,1.0
-86.54712812360668,1.0
35.651173842161505,0.0
36.05562252089057,1.0
20.28037008984013,0.0
-21.5798137191558,0.0
-69.07776087542634,0.0
-81.22610995837947,0.0
97.06421250366984,1.0
-34.793956541655,1.0
-66.01652120803308,1.0
-50.812573794597874,1.0
-50.75995007949716,1.0
-7.9235934478863665,0.0
-15.884452274482099,1.0
-6.170004731042534,0.0
-27.253263299473605,1.0
77.69159850676515,0.0
11.419740725213456,1.0
0.2240432614242563,1.0
-68.157005135197,0.0
-48.719795880455,1.0
-14.182828983247553,0.0
12.47564596095844,0.0
-11.022345286821299,1.0
-34.720154865984206,0.0
34.111767977738474,1.0
-13.920766605898578,0.0
-27.32652718695851,0.0
30.482607219401775,0.0
79.72596535832193,0.0
-1.530386553681486,0.0
-28.571758984412902,0.0
-68.69277899336768,1.0
49.25645347407247,1.0
-29.977153776560485,1.0
111.1434783932762,1.0
-1.6459760039542002,0.0
-15.251417345631051,0.0
-64.09289758229008,0.0
-4.184022517367358,1.0
-10.383853198230918,0.0
39.001320566939924,0.0
-20.522465558745488,0.0
19.24247955836949,0.0
53.617495813563146,0.0
-19.839559167448073,0.0
-30.216711068526813,1.0
-0.6916994049544631,0.0
19.564901519069995,0.0
31.70853177151166,0.0
-97.83757000617503,1.0
-44.543557118316095,0.0
-10.821466669642838,0.0
-117.71689407912154,1.0
-99.03438898761506,1.0
55.36384524688316,1.0
12.17026599158857,0.0
45.39863840558334,0.0
14.923917103478457,0.0
-71.05210075718962,0.0
-35.367982469844335,1.0
-3.5861914541600326,0.0
-19.24977811213573,1.0
36.87676698613737,0.0
-58.101933942345426,0.0
34.8483560822197,1.0
11.20182317788573,0.0
17.19525262436004,0.0
43.718147183556994,1.0
-42.46037442691523,1.0
9.87971038160952,0.0
11.458947510501602,0.0
-14.408680984289775,1.0
39.56830965119402,1.0
65.40789343972087,1.0
-28.3981714064948,0.0
103.25963887900532,0.0
-127.25634955300109,1.0
1.1564629699164428,0.0
-54.4117166818633,1.0
35.43371281973209,0.0
32.703313994263894,1.0
-64.5721384131369,0.0
-63.55120741207703,1.0
-26.449404897318182,1.0
-69.7663048819384,0.0
111.29958537910444,1.0
6.846811745492574,0.0
-69.8996440360999,1.0
-14.39752011574573,0.0
-13.085809240897111,0.0
-3.625364589151616,1.0
33.18217290631375,0.0
52.424808289314996,0.0
63.15163247030268,1.0
-26.835292417868818,0.0
-78.48976394566382,0.0
-1.667703129131499,0.0
25.64985570753552,0.0
-19.162527231210152,0.0
-46.01071456304222,1.0
-103.39511114765877,1.0
-0.5195584849104548,0.0
-57.851412493302256,1.0
38.248699539908685,0.0
-105.57613158526817,0.0
22.97579685333769,0.0
36.37395344522196,1.0
-42.60651368495514,0.0
27.688489947800363,1.0
52.456076718029244,1.0
-34.647940478013616,1.0
-8.397456650957794,1.0
-53.26724672234238,1.0
69.76046161156766,0.0
36.05035493288165,1.0
-89.52142837544113,0.0
-17.79794976367557,1.0
58.79721698434125,0.0
-3.207737822774493,1.0
-18.096212155232525,1.0
-39.202109658536195,0.0
-16.151952855533406,0.0
-39.27030047327975,1.0
4.558755413781034,1.0
48.791240909573915,1.0
-33.201657335627296,1.0
-5.429828675104866,0.0
12.124895336090322,0.0
-29.620219859203928,1.0
110.86859991902709,1.0
80.98455785791614,1.0
41.12561871184095,0.0
26.900440353492062,0.0
-9.307188821747353,0.0
-61.8371785945918,0.0
-35.29433361409145,0.0
-44.32178745302409,0.0
-87.74657747300874,1.0
-34.479656001356226,1.0
-16.8955511374737,0.0
15.103987835236378,0.0
-44.699341037518174,1.0
36.909138990958624,1.0
-127.63985151665055,0.0
36.19347189660128,0.0
-80.27988127434757,1.0
66.78606556760458,0.0
42.90725377042947,0.0
25.930448725522865,0.0
-5.136536245290865,1.0
77.13598039849673,1.0
-4.397511139500841,0.0
57.55696739312081,1.0
28.9864568309743,1.0
10.595136603349715,0.0
4.212288358125997,0.0
-52.439084764254346,1.0
11.247860818045098,0.0
-21.315619583204814,0.0
-31.944308859026002,1.0
1.9411009444501854,1.0
26.636831888945,0.0
-43.23808742118579,1.0
69.5398434150695,0.0
72.13254604900307,0.0
-35.43653378099959,1.0
-40.64676646941895,0.0
47.35473814243655,0.0
57.963572809409165,1.0
22.226222644450356,1.0
-12.020796329785236,1.0
-34.884904021445685,0.0
74.26463032313345,1.0
91.57986021655172,0.0
28.856184081402127,1.0
21.884028098836072,1.0
84.14504444463785,1.0
65.3029502034689,0.0
3.3967258761497128,0.0
3.7873997843455434,0.0
30.59678102872097,1.0
-30.182775280541435,0.0
60.2295820252893,0.0
-24.966482114525117,1.0
-56.3544358285977,0.0
37.35366725203087,0.0
9.536970012077708,1.0
52.28298953182299,0.0
10.847763120823771,1.0
-11.12343380442705,1.0
48.908307098197895,1.0
24.723615917585008,0.0
-40.08900981052073,1.0
-33.60838428261103,1.0
91.14511148148773,0.0
57.60389018959731,1.0
-59.05041566888415,1.0
-27.473898307454704,1.0
-13.05220532636902,1.0
-21.962076565186653,0.0
30.251198818200955,1.0
27.61248308596434,0.0
-26.296072870000344,1.0
-16.89614208097783,0.0
-112.1582452063134,1.0
8.482020055191466,0.0
-78.87493781285927,1.0
102.094337786414,0.0
-22.04359522723945,1.0
-49.03638157744416,0.0
57.74778568313555,1.0
21.581449131126334,1.0
-43.86674880941904,0.0
-21.780220319005668,0.0
39.488002344039465,0.0
-33.454451856820484,0.0
63.051115985948826,0.0
-16.1945199282358,0.0
21.931278635073934,1.0
-42.277579726409336,0.0
81.85000126444693,0.0
7.1604954300672485,1.0
165.82482498384485,1.0
-105.61477768609139,1.0
-5.822470343956438,1.0
62.770751943147516,0.0
-17.540966948716278,1.0
-23.073165566259526,0.0
3.2851769964835515,1.0
35.5819367409828,1.0
16.30499936922965,0.0
-21.057144285639588,1.0
53.716762345342744,0.0
-9.774678115434039,0.0
28.8362825165853,0.0
39.80803269710398,1.0
-68.24045724446309,0.0
-26.828500698490483,0.0
53.258519221936616,1.0
-137.5094184431504,1.0
37.13206085255966,1.0
-62.99072492309648,0.0
-30.23290409307247,1.0
7.285949070354412,0.0
-33.494321871725724,0.0
-44.736523400178235,1.0
-73.98905294466786,1.0
18.076454620491496,1.0
29.689277258057007,1.0
42.70793568000256,1.0
-24.482049345152973,1.0
60.66009215172046,1.0
27.840440251087283,1.0
-48.525412552683676,1.0
4.200602018901591,1.0
-48.760110605921,0.0
38.71044982999968,0.0
29.12246881610037,1.0
54.07615475461347,1.0
25.56078899299637,1.0
-19.104042883824434,1.0
-15.62458580196643,0.0
-77.88060697659829,0.0
59.61158068043435,0.0
50.39138292215011,0.0
-15.673439394132743,1.0
-8.632273446163119,1.0
-70.23738189371133,1.0
79.69750335595785,1.0
48.88705824147183,1.0
-46.64931038213211,1.0
-12.512646290674272,0.0
-39.48417755845327,1.0
-13.858930804884777,0.0
-54.02171868680814,0.0
-19.34039451475327,0.0
-45.930378886879566,0.0
95.44325221317395,0.0
13.791206113901454,1.0
65.27093846883837,0.0
12.092067511803695,0.0
-6.658643030379615,0.0
10.853257111259795,0.0
-30.196059751689567,0.0
-46.74925709284921,0.0
68.12885530396555,0.0
-73.30588295673152,0.0
-4.921973312699757,1.0
8.879577333566615,1.0
65.5678263401788,0.0
34.22152345063907,0.0
-8.977546644506656,0.0
-43.165179048776444,0.0
-7.981799154744966,0.0
18.380321970014474,1.0
-29.13429158525666,0.0
-55.52581057731737,0.0
2.1029281504172452,1.0
-22.670653616236894,0.0
36.57789241495073,1.0
-69.07852543092265,1.0
